month,gc_id,fmv,segment,manufacturer,model_name,model_number,condition,region,launch_year,thermalDesignPower,capacity,type,clockSpeed,fill_method,gap_filled,is_synthetic,capacity_gb,tdp_w,clock_mhz,gpu_tier_flag,gpu_type_enc,manufacturer_enc,condition_enc,fmv_lag_1m,fmv_lag_2m,fmv_lag_3m,fmv_lag_6m,fmv_lag_12m,roll_mean_3m,roll_std_3m,roll_mean_6m,roll_std_6m,roll_mean_12m,roll_std_12m,mom_1m,mom_3m,mom_6m,mom_12m,vol_ratio_3_6,pct_from_roll_mean_12,trend_slope_pct,trend_r2,month_sin,month_cos,months_elapsed,fmv_lead_4m,ea2_ai_demand_index,ea2_major_gpu_launch,ea2_datacenter_expansion,ea1_supply_pressure_index,ea3_new_export_control,ea3_new_tariff_action,ea3_policy_risk_index,ea1_dram_shortage_active
2025-09-01,191445,35.5280125,GPU,Nvidia,Tesla,K10,Used,US,,,8GB,GDDR5,,akima,False,False,8.0,,,0,2,1,2,9.89295,26.7485875,28.76985,23.29666,20.2,21.803795833333336,10.364485605786308,24.853806090000003,7.810563352013576,26.284752299166666,8.601089913626957,259.12455334354263,23.490433561523606,52.50260123124948,75.88125000000001,1.326983104632821,35.16586382716792,-1.192673,0.018339,-1.0,-1.8369701987210297e-16,45.0,36.21076823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01,191445,26.25495,GPU,Nvidia,Tesla,K10,Used,US,,,8GB,GDDR5,,akima,False,False,8.0,,,0,2,1,2,35.5280125,9.89295,26.7485875,29.08374737,20.2,24.05651666666667,13.027837171744554,26.89236484,8.849905618181035,27.562086674166668,8.75214714464485,-26.100707153263926,-1.8454712795582084,-9.726385441368246,29.97500000000002,1.4720876960518625,-4.7425171019138315,-2.542662,0.092532,-0.8660254037844386,0.5000000000000001,46.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-01,191445,26.25495,GPU,Nvidia,Tesla,K10,Used,US,,,8GB,GDDR5,,akima,False,False,8.0,,,0,2,1,2,26.25495,35.5280125,9.89295,31.33104167,44.65380516,23.891970833333335,12.979863645327777,26.42089861166667,8.784925783548442,28.066665840833338,8.458744590489374,0.0,165.39050535987747,-16.201477510594366,-41.20333103545077,1.477515458313286,-6.455044753472379,-0.110657,0.000253,-0.5000000000000004,0.8660254037844384,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,191445,32.99853636,GPU,Nvidia,Tesla,K10,Used,US,,,8GB,GDDR5,,akima,False,False,8.0,,,0,2,1,2,26.25495,26.25495,35.5280125,28.76985,20.2,29.345970833333336,5.353805130587194,25.574883333333332,8.455745834562975,26.53342791083333,6.653729380874645,25.68500934109568,-7.119666882576103,14.698326060094157,63.35909089108913,0.63315587238957,24.36589976573301,-0.2485,0.001416,-2.4492935982947064e-16,1.0,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01,191445,36.21076823,GPU,Nvidia,Tesla,K10,Used,US,,,8GB,GDDR5,,akima,False,False,8.0,,,0,2,1,2,32.99853636,26.25495,26.25495,26.7485875,28.06220256,28.502812120000005,3.8934114002494438,26.279664393333334,8.937792818114138,27.599972607499996,6.57148363275316,9.734467719888883,37.919776004143976,35.374506149156474,29.03751283448792,0.4356121784741647,31.198565828141845,1.002895,0.021166,0.49999999999999994,0.8660254037844387,49.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,191447,74.5798400530128,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,,,,,,,,,,,,,,,,,,,,-2.4492935982947064e-16,1.0,0.0,28.893020962860096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,191447,36.68018763184729,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,74.5798400530128,,,,,,,,,,,-50.81755658664018,,,,,,,,0.49999999999999994,0.8660254037844387,1.0,32.994075270196056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,191447,30.251382598688668,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,36.68018763184729,74.5798400530128,,,,55.630013842430046,26.79910123161929,,,,,-17.52664162376547,,,,,,,,0.8660254037844386,0.5000000000000001,2.0,44.55792836202463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,191447,28.14660949351626,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,30.251382598688668,36.68018763184729,74.5798400530128,,,47.170470094516254,23.95386304293926,,,,,-6.957609617696104,-62.259761520661485,,,,,-34.358175,0.748299,1.0,6.123233995736766e-17,3.0,41.6031972818601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,191447,28.893020962860096,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,28.14660949351626,30.251382598688668,36.68018763184729,,,31.692726574684073,4.445626311736517,,,,,2.6518699153295078,-21.229898677579406,,,,,-25.159076,0.637682,0.8660254037844387,-0.4999999999999998,4.0,44.53026192420197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,191447,32.994075270196056,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,28.893020962860096,28.14660949351626,30.251382598688668,,,29.09700435168834,1.0671102910443104,39.71020814798502,19.781746552895875,,,14.193927013058172,9.066338249367423,,,0.05394418982120135,,-17.279824,0.485501,0.49999999999999994,-0.8660254037844387,5.0,42.11539698852709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,191447,44.55792836202463,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,32.994075270196056,28.893020962860096,28.14660949351626,74.5798400530128,,30.011235242190804,2.6100351520419807,38.59085266835353,17.904517236862112,,,35.04827153702455,58.30655686003254,-40.25472791259409,,0.14577523188776056,,-8.945602,0.213421,1.2246467991473532e-16,-1.0,6.0,33.28433893137143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,191447,41.6031972818601,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,44.55792836202463,32.994075270196056,28.893020962860096,36.68018763184729,,35.481674865026925,8.123327197906784,33.587200719855495,6.213505771399109,,,-6.631212870037206,43.99047207745434,13.421440750042525,,1.3073661628027484,,-5.469962,0.121037,-0.4999999999999997,-0.8660254037844388,7.0,40.80890918469754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,191447,44.53026192420197,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,41.6031972818601,44.55792836202463,32.994075270196056,30.251382598688668,,39.718400304693596,6.007913058309054,34.40770232819097,6.981240081313357,,,7.035672336698351,34.96441879196017,47.200749515932095,,0.8605796374759261,,-2.980183,0.052063,-0.8660254037844384,-0.5000000000000004,8.0,32.90547389554384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,191447,42.11539698852709,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,44.53026192420197,41.6031972818601,44.55792836202463,28.14660949351626,,43.56379585602891,1.6979845213429472,36.78751554910985,7.679827063767296,,,-5.422974919360213,-5.481698685927327,49.628668412899344,,0.22109671314786228,,-1.905562,0.029484,-1.0,-1.8369701987210297e-16,9.0,34.25463192136749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,191447,33.28433893137143,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,42.11539698852709,44.53026192420197,41.6031972818601,28.893020962860096,,42.74961873152972,1.5632033679547803,39.11564679827833,6.574170839545123,,,-20.968716167062084,-19.995718824514174,15.198542146755978,,0.23777954758214662,,-2.269509,0.052515,-0.8660254037844386,0.5000000000000001,10.0,24.982224103202952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,191447,40.80890918469754,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,33.28433893137143,42.11539698852709,44.53026192420197,32.994075270196056,,39.97666594803349,5.920162484074815,39.84753312636355,5.336417113042958,39.78511268164604,13.067930808170233,22.6069391639141,-8.356907367485967,23.68556733445024,,1.1093890073932005,2.5733155797339373,-1.643279,0.035925,-0.5000000000000004,0.8660254037844384,11.0,24.414769401537928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,191447,32.90547389554384,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,40.80890918469754,33.28433893137143,42.11539698852709,44.55792836202463,74.5798400530128,38.73621503486535,4.766439172094297,41.15000544544713,4.151204463990873,39.87042905690033,12.463287793079136,-19.366935914369687,-21.868304115694738,-26.151248262277438,-55.87886234114475,1.1482063129966746,-17.468974691535376,1.798569,0.15031,-2.4492935982947064e-16,1.0,12.0,48.33219656537439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,191447,34.25463192136749,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,32.90547389554384,40.80890918469754,33.28433893137143,41.6031972818601,36.68018763184729,35.666240670537604,4.45770840945683,39.20792970103366,4.896752090908235,36.39756521044458,6.088043109203259,4.100102098837599,2.9151637711558376,-17.663463004312753,-6.612713475799747,0.9103398184550583,-5.887573184324317,1.616395,0.118885,0.49999999999999994,0.8660254037844387,13.0,52.65133805671231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,191447,24.982224103202952,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,34.25463192136749,32.90547389554384,40.80890918469754,44.53026192420197,30.251382598688668,35.98967166720296,4.22774698062474,37.98316880761823,5.09290726075235,36.1954355679046,6.1179985499888705,-27.069062775071185,-38.78242618508718,-43.8983221214218,-17.417909671719013,0.8301244778606466,-30.979628477367143,-0.325538,0.003876,0.8660254037844386,0.5000000000000001,14.0,28.709517071543843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,191447,24.414769401537928,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,24.982224103202952,34.25463192136749,32.90547389554384,42.11539698852709,28.14660949351626,30.714109973371432,5.00958516906727,34.725162504118394,6.199371360409016,35.75633902661412,6.740782563246968,-2.2714338776277043,-25.803319292586615,-42.02887507343477,-13.258577708402086,0.8080795419129001,-31.719046003659514,-2.53492,0.202759,1.0,6.123233995736766e-17,14.9,52.06566757788472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,191447,48.33219656537439,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,24.414769401537928,24.982224103202952,34.25463192136749,33.28433893137143,28.893020962860096,27.88387514203612,5.524527822869362,31.77505790628686,6.1908151916789285,35.44535235228259,7.194583257050376,97.9629451766596,41.09682064697808,45.21002404473153,67.27983075048454,0.8923748572392981,36.35693640456058,-1.890439,0.106212,0.8660254037844387,-0.4999999999999998,16.0,45.349220003212814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,191447,52.65133805671231,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,48.33219656537439,24.414769401537928,24.982224103202952,40.80890918469754,32.994075270196056,32.57639669003842,13.647872489635079,34.28303417862069,9.227699660865065,37.06528365249212,7.752007885326634,8.936364987045087,110.75520673902659,29.01922425423571,59.57815948935807,1.4790113453210978,42.050276885368575,-0.739698,0.013705,0.49999999999999994,-0.8660254037844387,17.0,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,191447,28.709517071543843,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,52.65133805671231,48.33219656537439,24.414769401537928,32.90547389554384,44.55792836202463,41.799434674541544,15.20965764888654,36.25677232395649,11.808352080798587,38.70338888470181,8.817233012549655,-45.47238848779118,17.590777120898714,-12.751546558240657,-35.568106222792686,1.288042357207385,-25.821697017100792,-1.082191,0.026008,1.2246467991473532e-16,-1.0,18.0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,191447,52.06566757788472,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,28.709517071543843,52.65133805671231,48.33219656537439,34.25463192136749,41.6031972818601,43.23101723121018,12.760063517512034,35.55744618662315,12.165372273228186,37.38268794382841,9.044588575984715,81.3533381566035,7.724604462080298,51.99599195052797,25.148236144308278,1.0488839330952953,39.2774849580616,0.920202,0.016279,-0.4999999999999997,-0.8660254037844388,19.0,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,191447,45.349220003212814,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,bootstrap,True,True,6.0,,,0,2,1,2,52.06566757788472,28.709517071543843,52.65133805671231,24.982224103202952,44.53026192420197,44.475507568713624,13.65688817941623,38.52595212937602,13.841483273344245,38.254560468497125,9.94761579049152,-12.899954782342526,-13.86881762745359,81.52595147602821,1.8391045631055203,0.98666363349342,18.54591831098984,2.374956,0.107747,-0.8660254037844384,-0.5000000000000004,20.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,191447,53.1,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,45.349220003212814,52.06566757788472,28.709517071543843,24.414769401537928,42.11539698852709,42.04146821754713,12.024282017043385,41.92045144604433,12.263131394528559,38.32280697508136,9.997270232837032,17.091319313183504,84.95608918699435,117.49130260740918,26.08215473895521,0.9805229700472963,38.55978773821869,4.207365,0.301347,-1.0,-1.8369701987210297e-16,21.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,191447,49.25,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,53.1,45.349220003212814,52.06566757788472,48.33219656537439,33.28433893137143,50.171629193699175,4.208228093892454,46.70132321245469,9.309295901872492,39.23819055937077,10.843205256586185,-7.250470809792842,-5.407916020039072,1.8989483198517343,47.967487356585245,0.4520457979046516,25.515471783747255,4.351471,0.333349,-0.8660254037844386,0.5000000000000001,22.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,191447,39.2,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,49.25,53.1,45.349220003212814,52.65133805671231,40.80890918469754,49.233073334404274,3.8754177224727275,46.854290451558946,9.348909696427423,40.568662315089824,11.024238669054697,-20.406091370558364,-13.559704009853235,-25.54795101735776,-3.9425439612113977,0.4145315173975499,-3.373693479118578,4.26272,0.3174,-0.5000000000000004,0.8660254037844384,23.0,36.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,191447,37.5,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,39.2,49.25,53.1,28.709517071543843,32.90547389554384,47.18333333333334,7.176756463287138,44.61240077544023,9.293401401218606,40.43458654969836,11.030832915057589,-4.336734693877553,-29.378531073446336,30.618707052962122,13.96280180933167,0.77224216984172,-7.257614829550548,3.107768,0.178564,-2.4492935982947064e-16,1.0,24.0,36.12716579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,191447,38.0,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,37.5,39.2,49.25,52.06566757788472,34.25463192136749,41.983333333333334,6.350262461767506,46.077481263516255,6.582435988180097,40.81746372506971,10.823531369956571,1.333333333333342,-22.842639593908633,-27.015244847948928,10.93390256602409,0.9647283275022349,-6.902593811430884,2.09542,0.084814,0.49999999999999994,0.8660254037844387,25.0,30.04875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,191447,36.5,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,38.0,37.5,39.2,45.349220003212814,24.982224103202952,38.233333333333334,0.873689494805418,43.7332033338688,6.527722602113487,41.12957773162241,10.669989789558612,-3.9473684210526327,-6.887755102040827,-19.513499907133756,46.10388510332979,0.13384292624851166,-11.256078926536043,-0.119255,0.00036,0.8660254037844386,0.5000000000000001,26.0,28.16875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,191447,36.75,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,36.5,38.0,37.5,53.1,24.414769401537928,37.333333333333336,0.7637626158259561,42.25833333333333,7.066994882315011,42.08939238968883,9.544043996316942,0.6849315068493178,-2.0000000000000018,-30.7909604519774,50.52364163507133,0.10807459585647276,-12.685838608107089,-2.455966,0.227322,1.0,6.123233995736766e-17,27.0,29.551875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,191447,36.12716579,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,36.75,36.5,38.0,49.25,48.33219656537439,37.083333333333336,0.8036375634160582,39.53333333333333,4.857125350108501,43.11732827289401,8.008027341918137,-1.6947869659863946,-4.928511078947373,-26.645348649746193,-25.252381730397456,0.165455388833666,-16.211956452061568,-2.590864,0.238062,0.8660254037844387,-0.4999999999999998,28.0,29.09122667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,191447,30.04875,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,36.12716579,36.75,36.5,39.2,52.65133805671231,36.45905526333333,0.3134293650602238,37.34619429833334,1.135362198151359,42.10024237494614,8.060382782144925,-16.82505576366721,-17.674657534246585,-23.34502551020409,-42.92880084522525,0.27606112443285646,-28.62570782280813,-2.672232,0.233931,0.49999999999999994,-0.8660254037844387,29.0,53.48183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,191447,28.16875,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,30.04875,36.12716579,36.75,37.5,28.709517071543843,34.30863859666667,3.702292364913193,35.820985965,2.9087375801981463,40.21669337022011,8.011396670203526,-6.2564998544032635,-23.350340136054427,-24.883333333333336,-1.8835812187166234,1.2728175927994814,-29.95756826477794,-5.130784,0.845244,1.2246467991473532e-16,-1.0,30.0,46.99667411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,191447,29.551875,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,28.16875,30.04875,36.12716579,38.0,52.06566757788472,31.44822193,4.159685893643128,34.265777631666666,4.087281759951983,40.171629447591464,8.083207659196212,4.910139782560452,-18.200405833717635,-22.231907894736846,-43.241148390552134,1.0177144953402957,-26.435956404123868,-5.036974,0.821362,-0.4999999999999997,-0.8660254037844388,31.0,55.50794118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,191447,29.09122667,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,29.551875,28.16875,30.04875,36.5,45.349220003212814,29.25645833333333,0.974193643588448,32.857756798333334,3.997766532659202,38.29548006610107,7.673996885236645,-1.5587786900154277,-3.186566263155699,-20.298009123287663,-35.850657038998676,0.24368447622689005,-24.034829646250135,-5.312085,0.833397,-0.8660254037844384,-0.5000000000000004,32.0,36.00153054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,191447,53.48183673,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,29.09122667,29.551875,28.16875,36.75,53.1,28.93728389,0.7042957305291873,31.622961243333336,3.7863750353053827,36.94064728833333,7.750241529089774,83.84180679858555,89.86230035056579,45.52880742857142,0.7190898870056417,0.18600791626875485,44.77774661758767,-1.600118,0.074345,-1.0,-1.8369701987210297e-16,33.0,19.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,191447,46.99667411,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,53.48183673,29.09122667,29.551875,36.12716579,49.25,37.374979466666666,13.950848984811941,34.41160069833333,9.7626638845067,36.97246701583334,7.823059152251371,-12.125916042749186,59.031107535477865,30.086800562164996,-4.575280994923858,1.4290002349616757,27.112627052649284,0.956955,0.028464,-0.8660254037844386,0.5000000000000001,34.0,57.08080415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,191447,55.50794118,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,46.99667411,53.48183673,29.09122667,30.04875,39.2,43.189912503333325,12.633053479750538,36.22318541833334,11.06614571218115,36.78468985833333,7.522853593337853,18.1103604269498,90.80646481381254,84.72629037813554,41.601890765306116,1.141594716744476,50.899576410116296,3.098612,0.21137,-0.5000000000000004,0.8660254037844384,35.0,20.07390303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,191447,36.00153054,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,55.50794118,46.99667411,53.48183673,28.16875,37.5,51.995484006666665,4.446048818652096,40.46638394833334,12.946409958580235,38.14368495666667,9.269159974203241,-35.141657617502005,-32.68456593637262,27.806631604171272,-3.9959185600000113,0.34341943696178695,-5.616013290536235,2.815122,0.172594,-2.4492935982947064e-16,1.0,36.0,21.79736959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,191447,19.291,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,36.00153054,55.50794118,46.99667411,29.551875,38.0,46.16871527666667,9.779527129997023,41.77184737166667,11.80275697293531,38.018812501666666,9.28869288466691,-46.416167005548644,-58.95241447331432,-34.72157012033923,-49.23421052631579,0.8285798947163177,-49.25933049814661,0.957551,0.013717,0.49999999999999994,0.8660254037844387,37.0,24.79597642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,191447,57.08080415,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,19.291,36.00153054,55.50794118,29.09122667,36.5,36.93349057333334,18.12644805902946,40.06170153833333,14.387762452634092,36.45972916833333,10.74768341917249,195.8934433155357,2.833581892182857,96.213122249891,56.385764794520554,1.2598517746385849,56.55849742179889,2.996923,0.112715,0.8660254037844386,0.5000000000000001,38.0,24.13250714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01,191447,20.07390303,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,57.08080415,19.291,36.00153054,53.48183673,36.75,37.457778229999995,18.936943191149197,44.72663111833333,14.654471460402032,38.17479618083333,12.286612600112056,-64.83248032517426,-44.241528821402156,-62.46594309888429,-45.377134612244895,1.292229695374471,-47.415821331670564,1.041501,0.010692,1.0,6.123233995736766e-17,39.0,23.22495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,191447,21.79736959,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,20.07390303,57.08080415,19.291,46.99667411,36.12716579,32.14856906,21.595497082166595,39.15864216833334,16.845510025698218,36.78512143333333,13.358712781254082,8.58560767890686,12.99242957855995,-53.61933583006051,-39.6648779018433,1.281973478346584,-40.74405971581755,-0.627242,0.003284,0.8660254037844387,-0.4999999999999998,40.0,48.64881522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,191447,24.79597642,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,21.79736959,20.07390303,57.08080415,55.50794118,30.04875,32.984025589999995,20.886206859387272,34.958758081666666,17.62385271671029,35.59097175,14.045688943867631,13.756737103616734,-56.559868436962105,-55.32895673505145,-17.480838903448557,1.1851101569626565,-30.33071253526536,-2.532776,0.050302,0.49999999999999994,-0.8660254037844387,41.0,46.99703852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,191447,24.13250714,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,24.79597642,21.79736959,20.07390303,36.00153054,28.16875,22.222416346666666,2.3895591296619005,29.84009728833333,14.675217191524744,35.153240618333335,14.313412517037444,-2.6757134656123283,20.21831082841492,-32.9681078053411,-14.328796485467043,0.16282955805532628,-31.35054772897874,-4.686531,0.163761,1.2246467991473532e-16,-1.0,42.0,34.57181151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,191447,23.22495,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,24.13250714,24.79597642,21.79736959,19.291,29.551875,23.575284383333337,1.5750503581284276,27.861926721666663,14.477184608436596,34.81688704666667,14.538123579098448,-3.7607246306195496,6.549324238897758,20.39267015706805,-21.409555231267053,0.10879534942246749,-33.29400767831273,-6.756753,0.316115,-0.4999999999999997,-0.8660254037844388,43.0,21.1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,191447,48.64881522,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,23.22495,24.13250714,24.79597642,57.08080415,29.09122667,24.051144519999998,0.7886671731686903,28.517585054999998,14.095430550944158,34.28964329666667,14.85764030632018,109.46790077050758,96.19640862684771,-14.772021970541903,67.22847672205086,0.05595197467138475,41.8761192675609,-5.570472,0.222286,-0.8660254037844384,-0.5000000000000004,44.0,21.1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,191447,46.99703852,GPU,Nvidia,Tesla,K20X,Used,US,,,6GB,GDDR5,,akima,False,False,6.0,,,0,2,1,2,48.64881522,23.22495,24.13250714,20.07390303,53.48183673,32.00209078666666,14.423626130765236,27.112253566666666,10.686112627303496,35.9194423425,15.301608869461287,-3.395307146803739,94.7457769197204,134.12008342256095,-12.125234671236395,1.3497542683493926,30.84011180316391,-2.194888,0.036135,-1.0,-1.8369701987210297e-16,45.0,20.99116667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
