month,gc_id,fmv,segment,manufacturer,model_name,model_number,condition,region,launch_year,type,connector,interface,ports,dataTransferRate,fill_method,gap_filled,is_synthetic,speed_gbps,ports_n,adapter_type_enc,connector_enc,interface_enc,manufacturer_enc,condition_enc,fmv_lag_1m,fmv_lag_2m,fmv_lag_3m,fmv_lag_6m,fmv_lag_12m,roll_mean_3m,roll_std_3m,roll_mean_6m,roll_std_6m,roll_mean_12m,roll_std_12m,mom_1m,mom_3m,mom_6m,mom_12m,vol_ratio_3_6,pct_from_roll_mean_12,trend_slope_pct,trend_r2,month_sin,month_cos,months_elapsed,fmv_lead_4m,ea1_supply_pressure_index,ea3_new_tariff_action,ea3_policy_risk_index
2023-01-01,51049,67.24078736283666,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,71.85863243460982,66.19684223334586,76.59214982497856,97.34847628827,95.75640250362429,71.54920816431142,5.204556899050218,80.26278014111001,11.716720160237406,91.8499980543351,16.92512567736009,-6.426291338031409,-12.209296231416399,-30.92774542898642,-29.779330045015364,0.44419912977974224,-26.792826578984286,-4.594033,0.657684,0.49999999999999994,0.8660254037844387,13.0,98.00286920344016,0.0,0.0,0.0
2023-02-01,51049,59.55754953910968,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,67.24078736283666,71.85863243460982,66.19684223334586,90.77093035298788,85.03349971186586,68.43208734359744,3.0130323270589683,75.24483198687113,9.088235445664012,89.47369679260281,18.27479693715757,-11.426454277323694,-10.029621459634697,-34.38697906091337,-29.959898462465816,0.3315310595850026,-33.43568928736432,-6.253985,0.949445,0.8660254037844386,0.5000000000000001,14.0,128.6908333,0.0,0.0,0.0
2023-03-01,51049,103.24010307859508,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,59.55754953910968,67.24078736283666,71.85863243460982,78.809649712468,121.63681846484744,66.21898977885205,6.21387261113943,70.04260185122476,7.150273105207494,87.35070094487311,20.214363511624263,73.34511556893449,43.671121451611114,30.999317285713147,-15.124298397831682,0.869039898156325,18.19035446979384,-3.837566,0.437685,1.0,6.123233995736766e-17,14.9,97.59798333,0.0,0.0,0.0
2023-04-01,51049,99.46013468788294,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,103.24010307859508,59.55754953910968,67.24078736283666,76.59214982497856,113.68562343923855,76.6794799935138,23.32076456432768,74.11434407891261,15.371209960980773,85.8176413293521,17.94830302978198,-3.661337288509403,47.91637425538775,29.856825947776922,-12.51300588500418,1.5171716880796335,15.89707331406779,-1.774586,0.109854,0.8660254037844387,-0.4999999999999998,16.0,96.97914955789676,0.0,0.0,0.0
2023-05-01,51049,98.00286920344016,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,99.46013468788294,103.24010307859508,59.55754953910968,66.19684223334586,99.36173144745636,87.41926243519589,24.202857773135985,77.92567488939667,18.60366954834251,84.63218393340578,16.337872581679246,-1.4651754585049082,64.551547136916,48.04764985311096,-1.3675911482428083,1.3009722469131009,15.798582346114703,-0.376353,0.004993,0.49999999999999994,-0.8660254037844387,17.0,96.16666667,0.0,0.0,0.0
2023-06-01,51049,128.6908333,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,98.00286920344016,99.46013468788294,103.24010307859508,71.85863243460982,105.14922023832864,100.23436898997272,2.703097062938677,83.22667938441238,19.117567457355996,84.51894541307111,16.230859117235013,31.31333229933908,24.651980637824124,79.08889849400707,22.38876618230028,0.14139335817531473,52.26270591882892,2.681024,0.175622,1.2246467991473532e-16,-1.0,18.0,86.02461538,0.0,0.0,0.0
2023-07-01,51049,97.59798333,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,128.6908333,98.00286920344016,99.46013468788294,67.24078736283666,97.34847628827,108.71794573044103,17.31236795105513,92.69871286197741,25.40412257110814,86.48074650154372,19.94814218399073,-24.160889453188428,-1.8722590349656953,45.14699657419759,0.25630297591012763,0.6814786813674217,12.85515826144937,3.745763,0.34255,-0.4999999999999997,-0.8660254037844388,19.0,83.27555338,0.0,0.0,0.0
2023-08-01,51049,96.97914955789676,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,True,False,10.0,2,2,0,1,1,0,97.59798333,128.6908333,98.00286920344016,59.55754953910968,90.77093035298788,108.09722861114672,17.83573375847484,97.75824552317131,22.13210732822493,86.50153875502122,19.960625693164587,-0.6340640974218048,-1.0445813003885585,62.83267244602371,6.839435467683885,0.8058759834283402,12.112629386338337,4.409607,0.470929,-0.8660254037844384,-0.5000000000000004,20.0,77.91312,0.0,0.0,0.0
2023-09-01,51049,96.16666667,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,96.97914955789676,97.59798333,128.6908333,103.24010307859508,78.809649712468,107.7559887292989,18.132747356893677,103.99517885963583,12.30502877798931,87.01889035543029,20.16079262075333,-0.8377913104009149,-25.27310282790749,-6.851442605796498,22.02397424789726,1.4736046281605397,10.512402855524183,4.313421,0.466633,-1.0,-1.8369701987210297e-16,21.0,64.2,0.0,0.0,0.0
2023-10-01,51049,86.02461538,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,96.16666667,96.97914955789676,97.59798333,99.46013468788294,76.59214982497856,96.91459985263225,0.7178383130178715,102.81627279153663,12.72356249404609,88.46530843522463,20.14090777609298,-10.546327164279157,-11.85820398651879,-13.50844672596222,12.315185794595983,0.0564180286263206,-2.75892674585737,3.565571,0.335244,-0.8660254037844386,0.5000000000000001,22.0,86.12343964,0.0,0.0,0.0
2023-11-01,51049,83.27555338,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,86.02461538,96.16666667,96.97914955789676,98.00286920344016,66.19684223334586,93.05681053596557,6.103593912152996,100.57701957355614,14.491761649362605,89.25134723147642,19.816862951975374,-3.1956690394446485,-14.130456124195723,-15.027433322251326,25.799887986274594,0.4211768078880494,-6.695466272321901,2.100423,0.136513,-0.5000000000000004,0.8660254037844384,23.0,86.09552997,0.0,0.0,0.0
2023-12-01,51049,77.91312,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,83.27555338,86.02461538,96.16666667,128.6908333,71.85863243460982,88.48894514333331,6.789690077664933,98.12246693631613,16.16552683295284,90.67457316036426,18.5856290444128,-6.439384864283437,-18.981157715113294,-39.4571330357529,8.425553562962218,0.4200104424573653,-14.07390486172429,0.612481,0.01237,-2.4492935982947064e-16,1.0,24.0,76.95359756430024,0.0,0.0,0.0
2024-01-01,51049,64.2,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,77.91312,83.27555338,86.02461538,97.59798333,67.24078736283666,82.40442958666667,4.12531596637441,89.65951471964947,8.377166693495885,91.17911379081345,18.104349058463335,-17.600527356624916,-25.37019815037038,-34.21995228843424,-4.522236401588109,0.4924476397941736,-29.589137982531767,-1.723725,0.093436,0.49999999999999994,0.8660254037844387,25.0,69.1,0.0,0.0,0.0
2024-02-01,51049,86.12343964,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,64.2,77.91312,83.27555338,96.97914955789676,59.55754953910968,75.12955779333333,9.83770034647803,84.09318416464946,12.248657068025478,90.92571484391038,18.487097661950113,34.1486598753894,3.4198346866632257,-11.193859677451467,44.60541158337161,0.8031656280229175,-5.281536925119934,-3.411911,0.527087,0.8660254037844386,0.5000000000000001,26.0,68.05555556,0.0,0.0,0.0
2024-03-01,51049,86.09552997,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,86.12343964,64.2,77.91312,96.16666667,103.24010307859508,76.07885321333333,11.076222388327237,82.28389917833334,10.663777567629804,93.13953901898458,15.78200477642572,-0.03240659002550217,10.501966767599601,-10.47258582286057,-16.606505221660996,1.0386771777713575,-7.562855821681488,-3.259861,0.479979,1.0,6.123233995736766e-17,27.0,62.031368807835314,0.0,0.0,0.0
2024-04-01,51049,76.95359756430024,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,True,False,10.0,2,2,0,1,1,0,86.09552997,86.12343964,64.2,86.02461538,99.46013468788294,78.80632320333332,12.649454647438152,80.605376395,8.642608676999252,91.71082459326833,15.5589506325028,-10.61835894254356,19.865416766822786,-10.544676980687429,-22.628701634288696,1.4636153411761426,-16.091041700274154,-3.567629,0.528681,0.8660254037844387,-0.4999999999999998,28.0,56.17714286,0.0,0.0,0.0
2024-05-01,51049,69.1,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,76.95359756430024,86.09552997,86.12343964,83.27555338,98.00286920344016,83.05752239143341,5.286172382630849,79.09354009238338,8.291282978346116,89.83527983296976,15.89282947947013,-10.205627563725017,-19.766325765852798,-17.02246674400906,-29.49186022650202,0.6375578298842836,-23.08144402903042,-4.153475,0.613793,0.49999999999999994,-0.8660254037844387,29.0,56.6875,0.0,0.0,0.0
2024-06-01,51049,68.05555556,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,69.1,76.95359756430024,86.09552997,77.91312,128.6908333,77.3830425114334,8.505899538688135,76.73094786238339,8.86134779030588,87.42670739934975,16.71153650818847,-1.5114970188133015,-20.95343906505487,-12.651995504736558,-47.11701384250808,0.959887789078023,-22.15701862231383,-3.035734,0.621777,1.2246467991473532e-16,-1.0,30.0,50.0,0.0,0.0,0.0
2024-07-01,51049,62.031368807835314,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,True,False,10.0,2,2,0,1,1,0,68.05555556,69.1,76.95359756430024,64.2,97.59798333,71.36971770810008,4.86389779224636,75.0880204557167,9.489858388402132,82.37376758768309,11.434226950314164,-8.85186624750064,-19.391203567833635,-3.3779302058639993,-36.44195638951497,0.5125363933976812,-24.695239000928577,-3.262867,0.633774,-0.4999999999999997,-0.8660254037844388,31.0,24.24,0.0,0.0,0.0
2024-08-01,51049,56.17714286,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,62.031368807835314,68.05555556,69.1,86.12343964,96.97914955789676,66.3956414559451,3.8154780640621757,74.72658192368927,10.014293755378311,79.40988304416936,11.734866887599951,-9.437525014111658,-18.701674587554262,-34.77136643076138,-42.07296814202096,0.38100320973838236,-29.256736433230675,-3.533762,0.641947,-0.8660254037844384,-0.5000000000000004,32.0,24.24,0.0,0.0,0.0
2024-09-01,51049,56.6875,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,56.17714286,62.031368807835314,68.05555556,86.09552997,96.16666667,62.08802240927843,5.939409001811202,69.73553246035591,10.641055139356212,76.00971581934463,12.08727939281645,0.9084782778502554,-16.704081638092795,-34.15744113573287,-41.05285962076073,0.5581597805883128,-25.4207184056161,-3.455648,0.62524,-1.0,-1.8369701987210297e-16,33.0,24.24,0.0,0.0,0.0
2024-10-01,51049,50.0,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,56.6875,56.17714286,62.031368807835314,76.95359756430024,86.02461538,58.2986705559451,3.242667618232462,64.8341941320226,8.057582770438069,72.7197852635113,11.458570409591346,-11.797133406835725,-19.395620375727717,-35.02577971325977,-41.877101363216816,0.4024367742307619,-31.242921278140013,-3.990394,0.660631,-0.8660254037844386,0.5000000000000001,34.0,59.14342857,0.0,0.0,0.0
2024-11-01,51049,24.24,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,50.0,56.6875,56.17714286,69.1,83.27555338,54.28821428666665,3.7224591910273475,60.34192787130589,7.439272001499758,69.71773398184463,12.341023934848547,-51.52000000000001,-56.85077815294218,-64.92040520984081,-70.8918175669288,0.5003794981924171,-65.23122795942795,-6.041676,0.670382,-0.5000000000000004,0.8660254037844384,35.0,54.99035294,0.0,0.0,0.0
2024-12-01,51049,24.24,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,24.24,50.0,56.6875,68.05555556,77.91312,43.64249999999999,17.13252517143917,52.86526120463921,15.283690271059474,64.7981045335113,17.23971726131019,0.0,-57.23925027563397,-64.3820408186526,-68.88842341315558,1.120967833526473,-62.59149835553613,-8.087283,0.755994,-2.4492935982947064e-16,1.0,36.0,54.23163636,0.0,0.0,0.0
2025-01-01,51049,24.24,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,24.24,24.24,50.0,62.031368807835314,64.2,32.826666666666654,14.872542934324619,45.56266861130589,16.95080721638039,60.3253445335113,20.230884562971085,0.0,-51.52000000000001,-60.922996758152806,-62.24299065420561,0.877394376826642,-59.817883863830325,-10.685888,0.937794,0.49999999999999994,0.8660254037844387,37.0,55.52410256,0.0,0.0,0.0
2025-02-01,51049,59.14342857,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,24.24,24.24,24.24,56.17714286,86.12343964,24.24,0.0,39.264107143333334,16.625619853610864,56.99534453351129,22.676074550706332,143.99104195544555,143.99104195544555,5.280235980303116,-31.32714065157838,0.0,3.7688763074775435,-8.555418,0.660215,0.8660254037844386,0.5000000000000001,38.0,42.6725,0.0,0.0,0.0
2025-03-01,51049,54.99035294,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,59.14342857,24.24,24.24,56.6875,86.09552997,35.87447618999999,20.151503880530274,39.758488095,17.261091191828864,54.747010277677965,20.784076476311533,-7.022040707505772,126.85789166666667,-2.9938647144432173,-36.128678272656664,1.1674524893344915,0.4444857556381556,-6.230561,0.409389,1.0,6.123233995736766e-17,39.0,37.37,0.0,0.0,0.0
2025-04-01,51049,54.23163636,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,54.99035294,59.14342857,24.24,50.0,76.95359756430024,46.12459383666666,19.06603248827672,39.475630251666665,16.939094172255277,52.15491219184463,18.311591072366426,-1.3797266964768018,123.72787277227727,8.463272720000003,-29.526834252699373,1.125563875753473,3.9818381066704323,-4.063667,0.196569,0.8660254037844387,-0.4999999999999998,40.0,42.70142857,0.0,0.0,0.0
2025-05-01,51049,55.52410256,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,54.23163636,54.99035294,59.14342857,24.24,69.1,56.12180595666666,2.644156789081298,40.180902978333336,17.542277257176853,50.26141542481961,16.6098877195182,2.383232900110843,-6.119574224068347,129.0598290429043,-19.64674014471779,0.15073053232011407,10.470630583518393,-2.00233,0.051403,0.49999999999999994,-0.8660254037844387,41.0,37.563436273343775,0.0,0.0,0.0
2025-06-01,51049,42.6725,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,55.52410256,54.23163636,54.99035294,24.24,68.05555556,54.915363953333326,0.6494880527184292,45.39492007166666,16.47326923824841,49.13009063815294,15.644391758467517,-23.145988800291562,-22.400025243409537,76.04166666666667,-37.297551024503015,0.03942678549868033,-13.143860624466615,-0.790956,0.008516,1.2246467991473532e-16,-1.0,42.0,32.66431818,0.0,0.0,0.0
2025-07-01,51049,37.37,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,42.6725,55.52410256,54.23163636,24.24,62.031368807835314,50.809412973333316,7.076343107229399,48.46700340500001,13.115622354623113,47.01483600815294,14.529132355254493,-12.426035502958587,-31.091881956261158,54.16666666666667,-39.756286668818895,0.5395354422304685,-20.514452090145358,-0.134014,0.000243,-0.4999999999999997,-0.8660254037844388,43.0,35.16228571,0.0,0.0,0.0
2025-08-01,51049,42.70142857,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,37.37,42.6725,55.52410256,59.14342857,56.17714286,45.188867519999995,9.334984684589994,50.65533673833334,8.57392235401605,44.95972194083333,13.944360982475457,14.266600401391493,-23.093887877149697,-27.800214491352747,-23.987895439223482,1.0887647798930042,-5.022925572816561,0.827554,0.009395,-0.8660254037844384,-0.5000000000000004,44.0,31.68,0.0,0.0,0.0
2025-09-01,51049,37.563436273343775,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,True,False,10.0,2,2,0,1,1,0,42.70142857,37.37,42.6725,54.99035294,56.6875,40.91464285666665,3.0697848379855,47.915003405,7.921125099432379,43.83674575,13.494219927180518,-12.0323662901197,-11.97273121250506,-31.6908616419879,-33.73594483202862,0.38754404197018405,-14.310618567429184,1.670373,0.038553,-1.0,-1.8369701987210297e-16,45.0,31.29428571,0.0,0.0,0.0
2025-10-01,51049,32.66431818,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,37.563436273343775,42.70142857,37.37,54.23163636,50.0,39.211621614447914,3.0238086642878863,45.01051729389062,8.002490210244385,42.243073772778644,12.957162738032793,-13.042252198903181,-12.592137597002928,-39.76888699583395,-34.671363639999996,0.37785846465853323,-22.675328136162225,1.690729,0.036713,-0.8660254037844386,0.5000000000000001,46.0,,0.0,0.0,0.0
2025-11-01,51049,35.16228571,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,32.66431818,37.563436273343775,42.70142857,55.52410256,24.24,37.64306100778125,5.019028921913935,41.41596426389063,7.87494729685046,40.798433621111975,12.980081105701448,7.647389167086538,-17.65548159036685,-36.67203234486642,45.05893444719473,0.6373412713404782,-13.814618383278903,-0.670461,0.006985,-0.5000000000000004,0.8660254037844384,47.0,,0.0,0.0,0.0
2025-12-01,51049,31.68,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,35.16228571,32.66431818,37.563436273343775,42.6725,24.24,35.13001338778125,2.449718483870015,38.02232812222396,4.02597333180311,41.708624096945314,12.064036108428194,-9.903467990448789,-15.662667894733717,-25.760149979494994,30.6930693069307,0.608478567038312,-24.04448555683667,-3.447749,0.218833,-2.4492935982947064e-16,1.0,48.0,,0.0,0.0,0.0
2026-01-01,51049,31.29428571,NetworkAdapter,Intel,,X710-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,31.68,35.16228571,32.66431818,37.37,24.24,33.16886796333333,1.7951340630743988,36.19024478889063,3.987584677906584,42.32862409694531,11.24826577710984,-1.2175324810606014,-4.194278485931657,-16.25826676478458,29.101838737623776,0.4501808006787744,-26.068266149339863,-6.305253,0.885746,0.49999999999999994,0.8660254037844387,49.0,,0.0,0.0,0.0
2021-12-01,51052,48.14499422821459,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,-2.4492935982947064e-16,1.0,0.0,38.21215092225369,0.0,0.0,0.0
2022-01-01,51052,52.07257284105499,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,48.14499422821459,,,,,,,,,,,8.157813030827409,,,,,,,,0.49999999999999994,0.8660254037844387,1.0,35.12504337541005,0.0,0.0,0.0
2022-02-01,51052,45.6076785921755,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,52.07257284105499,48.14499422821459,,,,50.108783534634796,2.7772174707826975,,,,,-12.415161948330777,,,,,,,,0.8660254037844386,0.5000000000000001,2.0,30.63621459920882,0.0,0.0,0.0
2022-03-01,51052,47.667812365243904,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,45.6076785921755,52.07257284105499,48.14499422821459,,,48.608415220481696,3.2572662885238812,,,,,4.517076590304336,-0.9911349468831099,,,,,-1.632398,0.14247,1.0,6.123233995736766e-17,3.0,50.448651321312326,0.0,0.0,0.0
2022-04-01,51052,38.21215092225369,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,47.667812365243904,45.6076785921755,52.07257284105499,,,48.44935459949147,3.3025475939391504,,,,,-19.836575193630313,-26.617509300161725,,,,,-5.237355,0.563787,0.8660254037844387,-0.4999999999999998,4.0,48.70671187732209,0.0,0.0,0.0
2022-05-01,51052,35.12504337541005,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,38.21215092225369,47.667812365243904,45.6076785921755,,,43.829213959891035,4.972382292958576,46.34104178978854,5.110814540450811,,,-8.078863587461116,-22.98436478317899,,,0.9729138581733737,,-6.721505,0.747035,0.49999999999999994,-0.8660254037844387,5.0,20.75553185593448,0.0,0.0,0.0
2022-06-01,51052,30.63621459920882,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,35.12504337541005,38.21215092225369,47.667812365243904,48.14499422821459,,40.335002220969216,6.535299282391595,44.47170872072545,6.470145048765409,,,-12.779567923163683,-35.72976589639628,-36.36677064704068,,1.0100699803690827,,-7.884664,0.841866,1.2246467991473532e-16,-1.0,6.0,18.9360708070047,0.0,0.0,0.0
2022-07-01,51052,50.448651321312326,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,30.63621459920882,35.12504337541005,38.21215092225369,52.07257284105499,,34.657802965624185,3.809519391355072,41.55357878255783,8.199376341053364,,,64.66998936159418,32.02253760578664,-3.1185736197431257,,0.46461087196122863,,-3.612259,0.241758,-0.4999999999999997,-0.8660254037844388,7.0,20.27504478863806,0.0,0.0,0.0
2022-08-01,51052,48.70671187732209,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,50.448651321312326,30.63621459920882,35.12504337541005,45.6076785921755,,38.73663643197707,10.388256134766854,41.28292519593405,7.799774627441748,,,-3.452895961272884,38.66662414264845,6.7949814171823775,,1.331866192417678,,-1.706056,0.074881,-0.8660254037844384,-0.5000000000000004,8.0,43.54216842576511,0.0,0.0,0.0
2022-09-01,51052,20.75553185593448,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,48.70671187732209,50.448651321312326,30.63621459920882,47.667812365243904,,43.26385926594774,10.970489762480854,41.79943074345848,8.233964659422965,,,-57.38671107954985,-32.25164359414531,-56.457972736613385,,1.3323459859554054,,-4.356834,0.289571,-1.0,-1.8369701987210297e-16,9.0,51.7879243714296,0.0,0.0,0.0
2022-10-01,51052,18.9360708070047,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,20.75553185593448,48.70671187732209,50.448651321312326,38.21215092225369,,39.97029835152296,16.66325378990024,37.31405065857357,11.195417281702943,,,-8.76614996695232,-62.46466394830055,-50.44489684568669,,1.488399527289936,,-6.051382,0.447953,-0.8660254037844386,0.5000000000000001,10.0,40.4051372378433,0.0,0.0,0.0
2022-11-01,51052,20.27504478863806,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,18.9360708070047,20.75553185593448,48.70671187732209,35.12504337541005,,29.466104846753755,16.687669963350487,34.10137063936541,13.429091722550694,39.66485752592138,11.894350436983723,7.071023314604719,-58.37320154210997,-42.27752383977984,,1.2426506801891786,-48.884110385652804,-6.81259,0.546117,-0.5000000000000004,0.8660254037844384,11.0,60.54769269162505,0.0,0.0,0.0
2022-12-01,51052,43.54216842576511,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,20.27504478863806,18.9360708070047,20.75553185593448,30.63621459920882,48.14499422821459,19.98888248385908,0.9428818991001398,31.626370874903415,14.52630827236464,38.04903979781444,12.646918985195517,114.75744630742186,109.7858475899061,42.12646371425271,-9.56034137345907,0.06490857012128205,14.436970439044309,-5.102668,0.313324,-2.4492935982947064e-16,1.0,12.0,75.87679204254687,0.0,0.0,0.0
2023-01-01,51052,51.7879243714296,NetworkAdapter,Broadcom,,57416,Used,US,,Base-T Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,1,0,1,0,0,43.54216842576511,20.27504478863806,18.9360708070047,50.448651321312326,52.07257284105499,27.584428007135955,13.836015404809865,33.77736317932946,15.28602874902092,37.665470980943645,12.379862034090518,18.93740308253744,173.4882273057015,2.654725181030737,-0.5466379978847025,0.9051412653987106,37.49442930802863,-1.923142,0.044666,0.49999999999999994,0.8660254037844387,13.0,67.54753037058597,0.0,0.0,0.0
